[31-May-2017 22:32:21 PRC] PHP Fatal error:  Class 'DB' not found in D:\a\1.php on line 7
[31-May-2017 22:32:28 PRC] PHP Warning:  include(DB.class): failed to open stream: No such file or directory in D:\a\1.php on line 6
[31-May-2017 22:32:28 PRC] PHP Warning:  include(): Failed opening 'DB.class' for inclusion (include_path='.;C:\php\pear') in D:\a\1.php on line 6
[31-May-2017 22:32:28 PRC] PHP Fatal error:  Class 'DB' not found in D:\a\1.php on line 7
[31-May-2017 22:32:33 PRC] PHP Warning:  include(DB.class): failed to open stream: No such file or directory in D:\a\1.php on line 6
[31-May-2017 22:32:33 PRC] PHP Warning:  include(): Failed opening 'DB.class' for inclusion (include_path='.;C:\php\pear') in D:\a\1.php on line 6
[31-May-2017 22:32:33 PRC] PHP Fatal error:  Class 'DB' not found in D:\a\1.php on line 7
[31-May-2017 22:32:35 PRC] PHP Warning:  include(DB.class): failed to open stream: No such file or directory in D:\a\1.php on line 6
[31-May-2017 22:32:35 PRC] PHP Warning:  include(): Failed opening 'DB.class' for inclusion (include_path='.;C:\php\pear') in D:\a\1.php on line 6
[31-May-2017 22:32:35 PRC] PHP Fatal error:  Class 'DB' not found in D:\a\1.php on line 7
[31-May-2017 22:32:35 PRC] PHP Warning:  include(DB.class): failed to open stream: No such file or directory in D:\a\1.php on line 6
[31-May-2017 22:32:35 PRC] PHP Warning:  include(): Failed opening 'DB.class' for inclusion (include_path='.;C:\php\pear') in D:\a\1.php on line 6
[31-May-2017 22:32:35 PRC] PHP Fatal error:  Class 'DB' not found in D:\a\1.php on line 7
[31-May-2017 22:32:36 PRC] PHP Warning:  include(DB.class): failed to open stream: No such file or directory in D:\a\1.php on line 6
[31-May-2017 22:32:36 PRC] PHP Warning:  include(): Failed opening 'DB.class' for inclusion (include_path='.;C:\php\pear') in D:\a\1.php on line 6
[31-May-2017 22:32:36 PRC] PHP Fatal error:  Class 'DB' not found in D:\a\1.php on line 7
